# X0 Y0 Z0 sigma0 atan step X Y Z sigma
118 -126 706498 1 1703558 9 119 -126 -997060 0
-438 -123 2082107 1 2999919 1 -376 -342 -917812 0
-217 -428 1417053 0 1093396 5 -231 -421 2510449 1
214 -84 -1591120 1 706158 6 216 -81 -2297278 0
-320 458 -554723 0 3118636 15 -320 459 2563913 1
-299 -284 953069 1 3687295 11 -298 -285 -2734226 0
289 146 53349 1 933402 4 280 164 -880053 0
3 117 939378 1 630210 6 2 117 309168 1
228 190 -2018380 0 904297 3 251 162 -1114083 0
-302 320 340167 0 30839 7 -300 323 371006 1
-349 361 117573 0 3445823 4 -327 383 3563396 1
-272 -383 1352515 1 1501488 14 -271 -384 -148973 0
172 359 399485 0 743214 3 216 338 1142699 1
-510 456 -714548 0 3571998 11 -510 457 2857450 1
128 73 -364269 0 2994307 8 128 73 2630038 1
305 -14 1865532 1 2479837 10 306 -14 -614305 0
71 -73 1815001 1 3465690 14 72 -73 -1650689 0
-152 443 -1057436 0 882154 3 -97 462 -175282 0
-485 439 -690964 1 1166423 12 -485 438 -1857387 0
269 475 998706 0 2656571 5 283 467 3655277 1
41 499 -1568771 0 3954078 9 41 499 2385307 1
-233 154 -1427573 0 885813 3 -214 184 -541760 0
-180 421 -662684 1 2247248 14 -180 420 -2909932 0
441 478 1285353 0 2706280 11 441 478 3991633 1
139 492 1070934 1 1414656 8 138 492 -343722 0
-170 168 -355416 0 1000924 15 -170 169 645508 1
-485 -351 -1875627 1 788720 12 -484 -352 -2664347 0
-5 57 413573 1 1302455 3 -12 56 -888882 0
82 -392 -777243 0 2289133 14 81 -392 1511890 1
-198 -312 -2090321 0 3071669 0 -510 -114 981348 1
126 180 -733288 1 470546 4 115 187 -1203834 0
169 -280 959443 0 973222 13 168 -280 1932665 1
-78 -183 -654259 0 3725480 0 -261 -105 3071221 1
348 445 985916 0 3066739 10 348 445 4052655 1
285 373 -1350281 1 1380493 15 285 373 -2730774 0
-185 49 -1542122 0 3078856 4 -182 61 1536734 1
138 -282 -1280181 0 564074 11 137 -282 -716107 0
194 -471 629433 1 2157477 13 195 -471 -1528044 0
193 -401 -1138575 0 2684737 1 -8 -497 1546162 1
486 122 -146044 1 908095 8 486 123 -1054139 0
-365 50 -485453 0 2662990 14 -365 51 2177537 1
-287 -140 -361646 0 2483133 1 -357 4 2121487 1
-498 -326 1297696 1 3057010 5 -487 -342 -1759314 0
171 26 -487565 0 2528991 11 171 26 2041426 1
-303 421 -1483416 0 2110808 2 -198 497 627392 1
204 -202 -1145087 0 2955 11 203 -202 -1142132 0
65 -223 -1934825 1 1044988 4 79 -219 -2979813 0
278 381 1262386 1 1126510 11 278 381 135876 1
-213 -336 -1432785 0 1752447 1 -381 -229 319662 1
-165 -164 698355 0 1065325 0 -329 1 1763680 1
-7 196 -75181 0 1069137 8 -7 197 993956 1
86 439 1813747 1 2536961 6 80 440 -723214 0
-498 -276 -366237 1 2569115 13 -497 -277 -2935352 0
-390 147 -995428 1 1837332 4 -399 122 -2832760 0
159 310 549575 0 1825495 9 159 310 2375070 1
389 -176 327079 0 601515 8 388 -177 928594 1
372 -472 949851 1 523958 9 373 -472 425893 1
-407 -43 1278129 0 479068 10 -408 -42 1757197 1
123 -288 1638439 0 970516 1 -21 -349 2608955 1
271 353 1057567 0 1399921 7 273 351 2457488 1
-264 -202 -1010487 0 3606411 12 -265 -201 2595924 1
4 -127 135120 0 3927118 13 3 -127 4062238 1
-108 -439 319334 0 3435271 5 -122 -435 3754605 1
408 323 -1191738 1 3293 10 408 323 -1195031 0
214 182 -1818829 0 1636457 7 215 181 -182372 0
434 333 -743549 0 3871009 3 475 279 3127460 1
-225 331 1069568 0 1038307 5 -215 339 2107875 1
300 379 -1310955 1 323197 5 289 388 -1634152 0
-54 503 939862 1 2272907 12 -54 502 -1333045 0
402 -451 420494 0 551510 12 401 -451 972004 1
-131 -334 -1678038 0 624640 2 -215 -301 -1053398 0
-512 355 131079 1 2156054 9 -512 354 -2024975 0
-213 504 557860 1 2241245 11 -213 503 -1683385 0
-192 44 -474112 0 2285834 14 -192 45 1811722 1
8 -386 233344 1 713046 8 10 -386 -479702 0
324 461 707978 1 955413 14 324 461 -247435 0
-249 162 -295792 1 2295162 2 -289 99 -2590954 0
188 111 890570 0 627850 13 188 111 1518420 1
127 -415 -986895 0 2671904 5 114 -418 1685009 1
-469 195 -259015 0 741681 8 -469 197 482666 1
127 194 2044315 1 2985749 6 124 195 -941434 0
-162 373 -109800 0 1183300 2 -69 414 1073500 1
184 -397 -2042828 1 160981 15 185 -397 -2203809 0
-37 -98 -1443729 0 2032019 3 -50 -93 588290 1
-87 -68 -423811 1 1191748 5 -84 -71 -1615559 0
-302 53 -783119 0 1443537 6 -302 58 660418 1
-471 -252 2056681 1 1231723 13 -470 -253 824958 1
51 -465 -1632702 1 1541817 10 52 -465 -3174519 0
-29 -438 -1930683 1 723685 14 -28 -439 -2654368 0
-120 110 -1064548 0 2250546 13 -120 111 1185998 1
248 412 608570 0 928140 13 248 412 1536710 1
-149 -484 -1957840 1 903761 8 -147 -485 -2861601 0
-152 257 -1367314 1 2126963 5 -160 252 -3494277 0
376 482 672505 1 356455 12 376 482 316050 1
-181 -464 965740 1 923527 3 -123 -487 42213 1
-322 471 1834229 1 3252200 6 -329 465 -1417971 0
-261 -206 -231950 0 2379648 4 -274 -189 2147698 1
36 19 397966 0 972814 1 45 1 1370780 1
423 -78 2030576 1 3266128 8 424 -77 -1235552 0
-128 375 400764 1 3442978 5 -139 371 -3042214 0
418 -497 -981071 0 1997540 6 410 -503 1016469 1
18 -349 -877704 1 799658 9 19 -349 -1677362 0
303 3 -1735799 0 3361517 9 303 3 1625718 1
26 398 797757 1 2306315 11 26 398 -1508558 0
85 -267 -1589797 0 311480 5 76 -269 -1278317 0
420 -22 1610737 1 2442688 7 421 -19 -831951 0
-96 -413 632287 0 2446415 0 -509 -317 3078702 1
9 -126 -914168 0 3493564 2 -23 -128 2579396 1
-321 -496 -84660 1 1459285 8 -319 -498 -1543945 0
-191 -467 1841231 1 3895302 5 -176 -473 -2054071 0
-4 341 -1434684 1 1139804 14 -4 340 -2574488 0
442 -254 768726 0 3243068 7 440 -257 4011794 1
-409 -364 -433688 1 1062963 10 -408 -365 -1496651 0
380 335 556990 0 2619203 5 390 324 3176193 1
-428 370 205413 0 2247507 7 -426 374 2452920 1
238 -484 -153104 0 99980 7 234 -485 -53124 0
412 -88 -386811 0 1712900 0 324 -500 1326089 1
235 -375 1466516 1 3081453 13 236 -375 -1614937 0
-241 -324 -373454 0 3956484 7 -244 -322 3583030 1
-458 -108 5123 0 3788073 3 -472 -50 3793196 1
-328 18 -1310290 0 1985575 1 -319 182 675285 1
364 -390 -1168588 0 2459529 15 363 -390 1290941 1
-68 -498 1095914 0 126696 2 -193 -481 1222610 1
374 179 -739918 0 1456445 6 376 174 716527 1
212 293 363863 1 3985360 6 208 296 -3621497 0
-223 42 -737446 1 41798 8 -223 41 -779244 0
-172 -68 313694 1 3246099 9 -171 -69 -2932405 0
-51 -338 1782277 1 229131 15 -50 -339 1553146 1
346 473 834047 0 3220162 2 464 387 4054209 1
-135 -478 859857 1 705765 9 -134 -479 154092 1
-353 -157 796404 1 3273560 9 -352 -158 -2477156 0
387 -408 1818090 1 1602612 7 391 -405 215478 1
264 -271 -903937 0 915260 9 263 -271 11323 1
428 52 548192 0 3159145 14 428 52 3707337 1
390 -7 483988 1 2101550 10 391 -7 -1617562 0
-177 263 -618058 0 3890514 6 -173 266 3272456 1
-52 89 -2032250 0 3722179 6 -51 90 1689929 1
-415 192 -798462 1 725630 8 -415 190 -1524092 0
-50 291 298784 1 1181805 12 -50 290 -883021 0
218 262 947808 0 2663241 6 222 259 3611049 1
-468 -305 -1530606 0 1844982 12 -469 -304 314376 1
-244 320 160899 1 3032562 15 -244 319 -2871663 0
272 -341 242711 0 1118596 6 266 -345 1361307 1
-159 420 1982 1 3308089 1 -369 340 -3306107 0
240 85 -2085532 0 1351169 0 325 -155 -734363 0
83 71 206307 0 3570572 10 83 71 3776879 1
-140 443 -195117 0 2433081 6 -134 446 2237964 1
233 -379 -1025784 1 1234605 13 234 -379 -2260389 0
84 -195 641299 1 11040 0 279 -111 630259 1
-192 -344 1053480 0 2892887 7 -195 -342 3946367 1
-144 -142 -1761847 1 946692 12 -143 -143 -2708539 0
484 -308 -1552861 0 209370 9 483 -308 -1343491 0
-156 -201 194522 1 2006067 4 -143 -211 -1811545 0
-301 -337 -1463747 0 658995 14 -302 -336 -804752 0
-233 131 1931419 0 2139914 2 -201 190 4071333 1
-84 0 980895 0 161105 1 -84 42 1142000 1
-181 -102 -1186373 1 1928880 0 -79 -283 -3115253 0
470 114 -1726362 0 1607925 2 498 -3 -118437 0
-281 -113 -1888977 1 1993907 2 -252 -184 -3882884 0
403 497 381738 0 3666308 9 403 497 4048046 1
39 409 362608 0 2805678 14 39 409 3168286 1
-251 -479 -518306 1 2392223 4 -221 -495 -2910529 0
-126 465 -1371154 1 157797 7 -129 464 -1528951 0
-395 425 402226 0 1036771 9 -395 426 1438997 1
283 -13 126616 0 1258229 10 282 -13 1384845 1
-45 113 -1363532 1 1248151 13 -45 112 -2611683 0
397 -109 -1355256 1 404580 10 398 -109 -1759836 0
0 -331 -1469060 1 855299 2 83 -331 -2324359 0
287 260 -2043118 0 4006053 11 287 260 1962935 1
-261 265 -489622 1 1150745 10 -261 264 -1640367 0
97 -26 544061 0 68556 3 93 -38 612617 1
-137 -311 1804998 1 1355822 12 -136 -312 449176 1
-208 -400 -1812385 1 1092597 12 -207 -401 -2904982 0
-13 47 1355803 1 3238397 15 -13 46 -1882594 0
-285 361 -1432387 1 108508 9 -285 360 -1540895 0
42 -169 -449038 1 1810241 2 85 -159 -2259279 0
91 -67 310909 0 146331 4 86 -72 457240 1
82 95 -2021975 1 820088 15 82 95 -2842063 0
-485 -301 -502421 0 648252 9 -486 -300 145831 1
-237 -372 541502 1 3739716 8 -235 -373 -3198214 0
-66 -262 -1995728 0 2757940 3 -99 -253 762212 1
-333 -225 -495714 1 1510296 10 -332 -226 -2006010 0
-151 -353 1673236 1 1617887 10 -150 -354 55349 1
-472 -89 -1111334 1 2651235 5 -469 -104 -3762569 0
-272 95 -1057598 0 2030921 1 -225 231 973323 1
-374 43 -218486 0 2634883 1 -353 230 2416397 1
369 -242 -910835 1 1853575 9 370 -242 -2764410 0
480 -145 -1079707 0 1621485 7 478 -148 541778 1
-36 -349 1007650 0 859011 1 -211 -331 1866661 1
122 345 -2038884 1 1870515 11 122 345 -3909399 0
302 -355 669590 0 1998216 14 301 -355 2667806 1
473 -75 1656797 0 1441446 2 454 -193 3098243 1
-87 277 -1231429 1 2734211 8 -88 276 -3965640 0
-139 -400 1992669 0 946118 9 -140 -399 2938787 1
-443 97 -783082 1 2040516 12 -443 96 -2823598 0
-471 -111 1381997 0 1403008 11 -472 -110 2785005 1
-243 466 507211 1 4109847 14 -243 465 -3602636 0
228 243 -1495172 0 2177795 10 228 243 682623 1
336 -202 -1851158 0 1598720 14 335 -202 -252438 0
-129 -342 -319820 0 2034641 1 -300 -277 1714821 1
-256 26 1137322 0 393386 5 -256 34 1530708 1
-497 -312 1428522 1 1223169 5 -487 -328 205353 1
353 413 -88206 0 980993 15 353 413 892787 1
-317 304 101626 0 3146963 10 -317 305 3248589 1
183 -190 310385 0 2582368 7 181 -191 2892753 1
43 -295 1327870 1 2465933 6 48 -295 -1138063 0
-466 -102 2076535 1 2543878 3 -453 -161 -467343 0
330 489 1611649 1 2140113 11 330 489 -528464 0
-130 357 -1406057 0 810873 5 -119 362 -595184 0
-205 -355 -1628339 0 1817361 10 -206 -354 189022 1
-250 266 -1449547 0 793734 1 -117 391 -655813 0
92 274 610013 0 2330941 9 92 274 2940954 1
159 -365 1655530 1 2915717 3 205 -346 -1260187 0
-203 -171 -894329 0 741268 10 -204 -170 -153061 0
141 -354 -482679 0 1788653 2 52 -389 1305974 1
-86 161 -1226546 0 1312754 5 -81 164 86208 1
-200 187 369504 0 45519 3 -177 212 415023 1
46 -409 -2055114 1 701359 2 149 -398 -2756473 0
131 336 -356746 0 3178000 8 132 336 2821254 1
211 239 143440 1 2398543 10 211 239 -2255103 0
-336 339 1317974 1 3209009 2 -420 255 -1891035 0
173 393 -585954 1 233671 5 161 398 -819625 0
382 34 -1111923 0 1330927 15 382 34 219004 1
237 -11 419074 1 1131120 10 238 -11 -712046 0
-261 -370 -137761 1 824423 7 -258 -373 -962184 0
182 77 -1879080 1 877760 11 182 77 -2756840 0
371 105 185536 1 2558644 12 371 105 -2373108 0
-12 -215 -1576784 0 1313857 9 -13 -214 -262927 0
-248 115 848631 1 704676 14 -248 114 143955 1
-169 -316 101197 1 2464819 8 -167 -317 -2363622 0
-228 -107 799611 0 1904257 2 -255 -50 2703868 1
381 244 -1708015 0 2034695 12 381 244 326680 1
186 -470 1102139 0 190352 11 185 -470 1292491 1
406 361 -155286 0 4149027 7 408 358 3993741 1
388 262 623351 1 721835 6 384 268 -98484 0
-278 328 1625554 1 2209978 5 -288 319 -584424 0
-320 84 585693 1 1908665 3 -330 44 -1322972 0
-419 309 2092717 0 1012624 5 -410 323 3105341 1
-70 418 650698 1 3990102 12 -70 417 -3339404 0
-290 -424 1037886 1 4151876 6 -283 -429 -3113990 0
183 -25 -1959413 0 3837533 2 176 -70 1878120 1
-159 -376 411693 0 1388898 8 -161 -375 1800591 1
-440 125 179461 1 2935661 3 -455 70 -2756200 0
-103 22 -1220633 0 1920747 12 -103 23 700114 1
-258 410 214384 1 2525908 1 -463 281 -2311524 0
330 271 -671813 1 3043771 3 297 312 -3715584 0
81 511 -2086799 1 1046096 11 81 511 -3132895 0
-118 296 212636 1 2299501 11 -118 295 -2086865 0
-350 -306 -628898 0 1238521 8 -352 -304 609623 1
-117 -493 1158474 0 1599954 13 -118 -492 2758428 1
193 -311 -1636565 0 1311869 6 188 -314 -324696 0
290 145 748262 0 972511 0 435 -145 1720773 1
315 -299 -124442 0 2603382 10 314 -299 2478940 1
-237 292 1994753 0 16633 9 -237 293 2011386 1
236 -18 1685915 1 2919193 15 237 -18 -1233278 0
-126 463 -1479262 1 1847945 9 -126 462 -3327207 0
218 -136 547678 0 3552741 4 209 -149 4100419 1
-7 -276 1787611 1 2376009 5 2 -277 -588398 0
-461 242 732161 1 2132939 7 -462 238 -1400778 0
-280 -304 1077527 0 2188400 15 -281 -303 3265927 1
-276 -169 418053 0 1264017 11 -277 -168 1682070 1
-487 -57 -1271721 0 2658837 3 -495 4 1387116 1
-332 242 -1738501 1 309182 1 -453 76 -2047683 0
169 140 -1795157 1 2074425 13 169 140 -3869582 0
-391 -101 -1027175 1 1057269 3 -378 -150 -2084444 0
-419 -468 509751 0 1868940 12 -420 -467 2378691 1
423 408 -311627 1 447164 11 423 408 -758791 0
7 -478 1005140 1 815774 1 246 -475 189366 1
-16 85 -1314754 0 20895 14 -16 86 -1293859 0
-275 363 1722235 0 81884 8 -274 365 1804119 1
-78 461 -85263 0 3002765 2 37 481 2917502 1
-469 -93 -1929631 0 3716650 12 -470 -92 1787019 1
-372 -353 209650 1 3260307 9 -371 -354 -3050657 0
-133 -477 1202593 0 2167087 5 -148 -472 3369680 1
369 -17 -1499303 1 1978445 2 374 75 -3477748 0
-1 311 -1319006 0 228352 6 3 312 -1090654 0
-103 256 -1023705 1 2323383 5 -111 252 -3347088 0
414 41 -221977 1 2996004 1 394 248 -3217981 0
-228 244 1469680 0 993082 10 -228 245 2462762 1
-394 432 1207511 1 1876683 3 -448 382 -669172 0
-465 -303 825807 0 2943577 4 -484 -273 3769384 1
-197 455 1112822 0 612862 5 -183 462 1725684 1
381 -48 -1326670 1 1350745 7 382 -46 -2677415 0
-154 320 -1086741 0 1359295 5 -144 325 272554 1
100 -57 374768 1 2836860 2 115 -32 -2462092 0
-388 -140 -645021 1 1396327 2 -353 -237 -2041348 0
-124 288 -1210552 0 1624723 1 20 350 414171 1
-188 392 222013 1 2443724 4 -212 380 -2221711 0
-451 190 -157753 0 1020922 13 -451 191 863169 1
-206 -232 789261 0 2018070 7 -208 -230 2807331 1
-361 432 859287 0 774698 5 -348 444 1633985 1
320 77 2093640 1 3361901 9 320 77 -1268261 0
-415 64 -756695 0 2884606 10 -415 65 2127911 1
77 -506 1229191 1 3724057 15 78 -506 -2494866 0
153 -202 767441 0 2727695 11 152 -202 3495136 1
37 486 -293847 1 2333551 10 37 486 -2627398 0
-440 237 -1627286 0 3081734 2 -381 347 1454448 1
155 -387 -1166913 1 1915782 5 168 -383 -3082695 0
-392 417 -601202 1 241989 10 -392 416 -843191 0
-465 -54 183760 0 2335995 8 -466 -52 2519755 1
-37 -254 315440 0 1425302 12 -38 -253 1740742 1
-308 -257 -1281606 0 168072 10 -309 -256 -1113534 0
-449 481 -1566499 0 2580106 13 -449 482 1013607 1
487 -83 1093726 1 353550 12 488 -83 740176 1
462 -426 1452433 1 2360100 4 489 -398 -907667 0
340 395 735064 1 523332 11 340 395 211732 1
-225 -406 -2075676 0 2381182 1 -428 -293 305506 1
-341 -381 1533849 1 4123643 6 -335 -387 -2589794 0
506 164 867055 1 311276 4 496 195 555779 1
58 -226 -1574546 0 1815468 4 43 -229 240922 1
165 335 -1132824 1 1349402 13 165 335 -2482226 0
37 216 242456 0 854163 4 50 214 1096619 1
-58 212 -1922624 1 875934 14 -58 211 -2798558 0
42 126 1932865 1 882952 1 -21 147 1049913 1
331 186 -606549 1 2330348 8 331 187 -2936897 0
-89 -486 1486584 1 1685717 8 -87 -487 -199133 0
-337 -80 -5089 1 152800 15 -336 -81 -157889 0
220 18 -1684829 1 764094 11 220 18 -2448923 0
-249 -412 -1214237 0 49489 5 -262 -404 -1164748 0
31 411 -2057824 0 1990880 8 32 411 -66944 0
93 -357 973447 1 3273984 6 99 -356 -2300537 0
217 -181 1715443 0 703107 2 171 -235 2418550 1
148 224 1804553 1 1809223 12 148 224 -4670 0
263 108 2043930 1 3972350 8 263 109 -1928420 0
467 436 -1476954 1 746550 8 466 437 -2223504 0
241 -379 1302222 1 1805024 4 265 -364 -502802 0
183 364 -1346440 1 1328263 3 138 386 -2674703 0
-427 486 1332153 1 1281996 4 -457 459 50157 1
-345 -276 1200057 0 2901175 9 -346 -275 4101232 1
-309 51 -507404 0 1911229 14 -309 52 1403825 1
273 295 1476422 1 3705002 12 273 295 -2228580 0
-33 392 550735 1 1726854 6 -39 391 -1176119 0
50 452 1058152 1 2816248 13 50 452 -1758096 0
41 352 -1120796 0 720351 1 217 332 -400445 0
-348 -94 -1167935 0 2454345 13 -349 -93 1286410 1
450 -210 -1191843 0 2540398 5 443 -224 1348555 1
100 285 -110418 1 1968367 8 99 285 -2078785 0
47 -7 -1151604 1 529289 1 51 16 -1680893 0
59 442 -590494 0 966455 8 60 442 375961 1
-387 -309 -571693 1 2420833 1 -232 -503 -2992526 0
263 -214 536583 1 2421053 13 264 -214 -1884470 0
193 -104 -679573 0 2962163 1 141 -200 2282590 1
-455 91 671079 1 2561678 12 -455 90 -1890599 0
375 60 -804925 0 2427900 8 375 59 1622975 1
71 -162 2038448 1 3185953 11 72 -162 -1147505 0
-50 200 25958 1 3576141 13 -50 199 -3550183 0
-12 394 -854888 1 1182017 0 -406 382 -2036905 0
461 215 -64738 0 3646257 6 464 208 3581519 1
-446 -234 -1871486 1 1911165 13 -445 -235 -3782651 0
-120 -325 248736 1 1325564 3 -79 -340 -1076828 0
-495 -497 -892063 0 580262 13 -496 -496 -311801 0
-125 -78 247434 1 2671080 9 -124 -79 -2423646 0
-422 208 571974 0 2301577 7 -421 212 2873551 1
169 93 1307350 1 775583 9 169 93 531767 1
139 -92 -1021844 1 418771 13 140 -92 -1440615 0
-37 67 -11381 1 3577947 2 -53 57 -3589328 0
-276 -185 835452 1 4025062 6 -273 -190 -3189610 0
-356 318 248730 1 2014300 6 -360 312 -1765570 0
118 -285 -769974 0 3432461 15 117 -285 2662487 1
-303 355 1852904 0 1341119 15 -303 356 3194023 1
458 -91 -1885272 1 1232451 12 459 -91 -3117723 0
346 60 -1529855 1 1816799 11 346 60 -3346654 0
322 -137 -21756 1 3740947 11 323 -137 -3762703 0
-113 412 1308865 0 1500163 5 -101 416 2809028 1
-490 267 -653453 0 31555 9 -490 268 -621898 0
427 137 -1374167 0 624957 15 427 137 -749210 0
-346 -327 -498646 1 66579 13 -345 -328 -565225 0
202 -7 -321431 1 1321995 4 203 5 -1643426 0
-217 -264 -1807188 1 1720803 6 -212 -268 -3527991 0
-291 -440 -272673 1 1406861 4 -263 -459 -1679534 0
338 -407 -364065 1 1589641 6 345 -402 -1953706 0
-181 -110 -1510122 1 1680460 10 -180 -111 -3190582 0
39 104 -827508 1 40668 7 39 104 -868176 0
169 -161 696524 0 2910284 10 168 -161 3606808 1
-88 -511 -109849 1 3215985 15 -87 -512 -3325834 0
-330 57 1927430 0 506336 7 -330 60 2433766 1
-229 -120 -727129 1 2834836 5 -225 -128 -3561965 0
-364 -418 795455 0 2136165 15 -365 -417 2931620 1
129 472 753077 1 2072417 15 129 472 -1319340 0
55 -508 209367 1 1687237 4 87 -505 -1477870 0
-153 276 -359663 0 908974 14 -153 277 549311 1
33 -161 1471004 1 4094891 10 34 -161 -2623887 0
159 -23 866857 1 1864767 13 160 -23 -997910 0
19 168 826926 1 2323704 11 19 168 -1496778 0
144 -94 293384 0 2250202 13 143 -94 2543586 1
-289 -363 1015368 1 3241948 3 -243 -400 -2226580 0
463 146 1246667 0 1022147 8 463 145 2268814 1
379 50 -224394 0 3377434 10 379 50 3153040 1
-117 -175 -457826 0 1931108 8 -118 -174 1473282 1
39 -10 1053456 0 2951363 5 38 -11 4004819 1
417 492 -266394 1 654525 14 417 492 -920919 0
-382 188 470254 0 546435 2 -335 284 1016689 1
406 -55 1642722 1 3039027 14 407 -55 -1396305 0
428 -17 704015 0 1013959 0 411 -445 1717974 1
-353 53 -43570 0 2267005 2 -340 142 2223435 1
494 -303 1219197 0 2690649 4 475 -333 3909846 1
298 -25 2024824 1 2387855 0 323 273 -363031 0
-419 181 1809202 1 1291566 7 -420 177 517636 1
352 -104 1897903 1 2824022 9 353 -104 -926119 0
-383 231 1738479 0 1758647 4 -369 255 3497126 1
202 -81 2042449 0 1361958 8 201 -81 3404407 1
474 -22 -1757142 0 1993706 7 473 -25 236564 1
54 128 1432417 1 1429798 0 -74 182 2619 1
368 -52 -388775 1 46467 5 370 -41 -435242 0
-313 -221 -674461 0 1040534 5 -320 -211 366073 1
-407 142 637285 1 3438599 3 -424 91 -2801314 0
189 461 1022786 0 1637166 13 189 461 2659952 1
35 -149 679895 0 2161329 0 -114 -184 2841224 1
3 326 -148874 1 3796453 2 -78 326 -3945327 0
485 -444 -311726 0 574765 11 484 -444 263039 1
501 -326 1227694 1 1191024 7 504 -323 36670 1
442 -213 -1553285 0 2821850 5 435 -226 1268565 1
-124 83 1664661 1 569877 8 -124 82 1094784 1
112 -205 -340409 1 166020 0 317 -93 -506429 0
-44 277 398679 0 3133681 15 -44 278 3532360 1
92 193 1128763 1 989869 5 86 195 138894 1
-74 -33 1005725 0 2915639 4 -77 -28 3921364 1
344 -29 -1991609 0 2654499 12 343 -29 662890 1
-342 342 -2084511 1 734139 8 -343 340 -2818650 0
249 427 2065136 1 1921047 15 249 427 144089 1
508 -323 1946502 0 268344 15 507 -323 2214846 1
-232 70 -1710630 1 923457 8 -232 69 -2634087 0
315 98 462682 1 4100099 1 266 255 -3637417 0
-95 96 133521 1 3046100 11 -95 95 -2912579 0
151 248 -196950 0 1444418 5 158 244 1247468 1
26 384 -1370829 0 159627 8 27 384 -1211202 0
-262 -9 -957394 1 2676200 8 -261 -11 -3633594 0
277 -12 -253856 1 1607242 12 278 -12 -1861098 0
-190 339 -724367 0 417015 3 -148 363 -307352 0
95 -409 321064 0 2627049 8 93 -409 2948113 1
245 -159 2072643 1 152036 4 255 -144 1920607 1
-380 -152 1337016 0 2303209 14 -381 -151 3640225 1
-1 -391 901829 0 3291979 3 -50 -390 4193808 1
-266 344 211880 1 1037148 6 -271 339 -825268 0
79 -13 -368415 1 1382973 1 86 26 -1751388 0
379 357 131733 1 2831467 2 290 451 -2699734 0
201 -315 341024 0 1661716 1 43 -415 2002740 1
181 399 -337746 0 152253 9 181 399 -185493 0
-197 -145 -168512 0 3175435 4 -207 -132 3006923 1
-147 92 1524858 1 2731815 8 -147 91 -1206957 0
-26 -423 1219620 0 395579 5 -40 -422 1615199 1
223 -226 -204951 1 1947291 4 238 -213 -2152242 0
493 -200 -1133026 0 1288222 11 492 -200 155196 1
-222 -259 -1095301 1 2213220 8 -220 -260 -3308521 0
-404 -163 -1852236 0 312531 11 -405 -162 -1539705 0
471 -123 -241259 1 3569660 15 472 -123 -3810919 0
-66 264 -61886 1 1640040 12 -66 263 -1701926 0
422 271 -1794358 0 816842 5 430 258 -977516 0
434 11 1223273 0 2772113 3 435 -43 3995386 1
-65 -7 1384598 1 233011 13 -64 -8 1151587 1
270 -144 -1942 1 60614 4 279 -128 -62556 0
-389 307 -1005696 1 2489464 10 -389 306 -3495160 0
-353 232 670214 0 1771213 1 -237 409 2441427 1
-226 -250 -618124 0 2603017 11 -227 -249 1984893 1
-314 463 1555298 1 2181322 14 -314 462 -626024 0
-76 117 -317800 1 2567336 11 -76 116 -2885136 0
-53 176 -608585 0 1926938 3 -31 183 1318353 1
-158 -140 2028656 0 1747365 8 -159 -139 3776021 1
44 -245 281470 0 3257145 4 28 -247 3538615 1
-337 164 -1550534 1 100975 0 -501 -173 -1651509 0
-63 195 -11571 0 4031379 15 -63 196 4019808 1
-235 -331 -306923 0 3271106 12 -236 -330 2964183 1
-466 432 982743 1 407884 11 -466 431 574859 1
319 168 -20793 0 1231543 0 487 -151 1210750 1
428 258 479503 1 2115823 15 428 258 -1636320 0
467 196 -202886 0 276434 5 473 182 73548 1
42 -378 -1554090 1 184636 5 54 -377 -1738726 0
-62 136 -1275241 0 861423 13 -62 137 -413818 0
44 -304 -2056921 1 1601363 14 45 -304 -3658284 0
494 298 -983101 0 1835126 12 494 298 852025 1
-197 185 1394749 1 2441029 1 -289 86 -1046280 0
138 196 258832 1 678389 0 -58 334 -419557 0
81 306 -810542 1 2750938 10 81 306 -3561480 0
425 -215 1228575 0 2551595 1 317 -427 3780170 1
2 211 -996372 0 3618861 4 15 211 2622489 1
65 415 1073076 1 1100474 14 65 415 -27398 0
-388 181 -2058295 1 386567 10 -388 180 -2444862 0
-309 -224 -378078 0 988934 2 -365 -146 610856 1
-243 142 -492851 0 2383640 0 -101 385 1890789 1
87 -83 -1744890 0 276260 4 81 -88 -1468630 0
250 487 -837288 0 1404229 7 253 486 566941 1
145 -144 -9661 0 689557 7 143 -145 679896 1
23 273 -26765 1 2026985 14 23 273 -2053750 0
-219 -312 -1427596 0 1919413 12 -220 -311 491817 1
-358 259 -861294 1 2585823 11 -358 258 -3447117 0
85 -342 -393073 0 799664 8 83 -342 406591 1
14 275 -1448968 0 4017808 13 14 275 2568840 1
367 -23 -2015533 1 1093868 11 368 -23 -3109401 0
-482 197 -1304519 1 867778 4 -494 166 -2172297 0
-509 108 -1131238 0 2572446 5 -506 124 1441208 1
-9 120 -1204068 0 1553230 13 -9 121 349162 1
116 -150 615593 0 941012 5 111 -153 1556605 1
16 157 -1426801 1 827230 8 16 157 -2254031 0
-289 190 -723168 1 2375765 4 -300 171 -3098933 0
-75 -301 -92226 1 630649 4 -56 -306 -722875 0
242 155 -598820 1 2967111 11 242 155 -3565931 0
83 451 -1551217 1 1764560 9 83 451 -3315777 0
-76 -507 -79734 0 1066715 3 -140 -497 986981 1
-288 -500 -1213451 0 592584 12 -289 -499 -620867 0
